id,description
BA_LGA2024,"The monthly Building Approvals (BAPS) collects data relating to residential and non-residential building work. It provides estimates of future building activity and the sampling framework for the quarterly Building Activity Survey, which is a major contributor to the quarterly National Accounts estimates. Reference period: 2020-21. Unit of measure: AUD Number Percent. Geographic coverage: LGA2022. Catalogue number: 8731.0"
BA_SA2,"The monthly Building Approvals (BAPS) collects data relating to residential and non-residential building work. It provides estimates of future building activity and the sampling framework for the quarterly Building Activity Survey, which is a major contributor to the quarterly National Accounts estimates. Reference period: 2016 onwards. Unit of measure: AUD Number Percent. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 8731.0"
BA_SA2_201116,"The monthly Building Approvals (BAPS) collects data relating to residential and non-residential building work. It provides estimates of future building activity and the sampling framework for the quarterly Building Activity Survey, which is a major contributor to the quarterly National Accounts estimates. Reference period: 2011 to 2016. Unit of measure: AUD Number Percent. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 8731.0"
BA_SA2_2016-21,"The monthly Building Approvals (BAPS) collects data relating to residential and non-residential building work. It provides estimates of future building activity and the sampling framework for the quarterly Building Activity Survey, which is a major contributor to the quarterly National Accounts estimates. Reference period: 2016 onwards. Unit of measure: AUD Number Percent. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 8731.0"
BCS_BUSGVTSK,"Business Characteristics Survey (BCS) is an annual survey designed to produce point in time estimates for: innovation; use of information technology; and a broad range of other business characteristics. Output will alternate biennially between detailed innovation estimates being output in one year, and business use of information technology and comprehensive business characteristics output in the alternate years. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue numbers: 8158.0 and 8167.0"
BCS_BUSICT,"Business Characteristics Survey (BCS) is an annual survey designed to produce point in time estimates for: innovation; use of information technology; and a broad range of other business characteristics. Output will alternate biennially between detailed innovation estimates being output in one year, and business use of information technology and comprehensive business characteristics output in the alternate years. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue numbers: 8158.0 and 8167.0"
BCS_BUSINF,"Business Characteristics Survey (BCS) is an annual survey designed to produce point in time estimates for: innovation; use of information technology; and a broad range of other business characteristics. Output will alternate biennially between detailed innovation estimates being output in one year, and business use of information technology and comprehensive business characteristics output in the alternate years. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue numbers: 8158.0 and 8167.0"
BCS_BUSINF2,"Business Characteristics Survey (BCS) is an annual survey designed to produce point in time estimates for: innovation; use of information technology; and a broad range of other business characteristics. Output will alternate biennially between detailed innovation estimates being output in one year, and business use of information technology and comprehensive business characteristics output in the alternate years. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue numbers: 8158.0 and 8167.0"
BCS_BUSINT,"Business Characteristics Survey (BCS) is an annual survey designed to produce point in time estimates for: innovation; use of information technology; and a broad range of other business characteristics. Output will alternate biennially between detailed innovation estimates being output in one year, and business use of information technology and comprehensive business characteristics output in the alternate years. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue numbers: 8158.0 and 8167.0"
BCS_INN,"Business Characteristics Survey (BCS) is an annual survey designed to produce point in time estimates for: innovation; use of information technology; and a broad range of other business characteristics. Output will alternate biennially between detailed innovation estimates being output in one year, and business use of information technology and comprehensive business characteristics output in the alternate years. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue numbers: 8158.0 and 8167.0"
BCS_INNACT,"Business Characteristics Survey (BCS) is an annual survey designed to produce point in time estimates for: innovation; use of information technology; and a broad range of other business characteristics. Output will alternate biennially between detailed innovation estimates being output in one year, and business use of information technology and comprehensive business characteristics output in the alternate years. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue numbers: 8158.0 and 8167.0"
BCS_INNSIG,"Business Characteristics Survey (BCS) is an annual survey designed to produce point in time estimates for: innovation; use of information technology; and a broad range of other business characteristics. Output will alternate biennially between detailed innovation estimates being output in one year, and business use of information technology and comprehensive business characteristics output in the alternate years. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue numbers: 8158.0 and 8167.0"
BIRTHS_AGE_FATHER,"Statistics on live births and fertility for Australia, states and territories, based on calendar year of registration data. Information on characteristics of the mother and child include place of usual residence, sex, Indigenous status, age, marital status and country of birth of parents. Unit of measure: Births Age Percent. Geographic coverage: Australia/State. Catalogue number: 3301.0"
BIRTHS_AGE_MOTHER,"Statistics on live births and fertility for Australia, states and territories, based on calendar year of registration data. Information on characteristics of the mother and child include place of usual residence, sex, Indigenous status, age, marital status and country of birth of parents. Unit of measure: Births Age Percent. Geographic coverage: Australia/State. Catalogue number: 3301.0"
BIRTHS_MONTH_OCCURRENCE,"Statistics on live births and fertility for Australia, states and territories, based on calendar year of registration data. Information on characteristics of the mother and child include place of usual residence, sex, Indigenous status, age, marital status and country of birth of parents. Unit of measure: Births Age Percent. Geographic coverage: Australia/State. Catalogue number: 3301.0"
BIRTHS_SUMMARY,"Statistics on live births and fertility for Australia, states and territories, based on calendar year of registration data. Information on characteristics of the mother and child include place of usual residence, sex, Indigenous status, age, marital status and country of birth of parents. Unit of measure: Births Age Percent. Geographic coverage: Australia/State. Catalogue number: 3301.0"
